brand,os,price,ram,storage,battery,camera_mp,promo,sentiment,quarter,sales_volume,revenue
Apple,iOS,962.5,6,128,4643,64,0,-0.4779015397734336,4,3302,3178458.6732067107
Apple,iOS,615.54,8,64,3719,108,1,-0.6514950825192756,1,3890,2394541.5014543687
OnePlus,Android,100.0,6,64,4838,16,0,-0.10223572796214128,4,1758,175844.57827749147
OnePlus,Android,539.48,8,32,4818,8,0,-0.45790129413558806,2,1407,759535.9692454797
Xiaomi,Android,545.28,4,128,3193,16,0,-1.3010944965313112,4,2004,1092862.5449949747
OnePlus,Android,496.75,6,64,5412,64,0,-0.5421852684093387,4,1820,904573.8675902074
Samsung,Android,854.34,8,64,3235,12,1,-1.5449798588116046,2,2503,2138601.248617273
Apple,iOS,1288.33,8,64,3557,108,0,-0.16590985510107972,4,3152,4060877.4649402
Xiaomi,Android,211.7,4,128,3862,108,0,-0.38150601970371084,3,2697,570982.8341019466
OnePlus,Android,728.96,4,128,3793,12,1,0.8593960904904201,1,1479,1078436.562056377
OnePlus,Android,576.87,6,64,3637,64,1,-1.5293860658082796,2,1768,1020379.8106736522
Samsung,Android,135.15,3,64,3672,48,0,-0.7891646992724058,1,2830,382488.787329464
Xiaomi,Android,100.0,6,64,4986,12,0,0.2096826343089477,4,2594,259446.83778019907
OnePlus,Android,257.1,6,128,4532,48,0,-0.626190369125724,4,1742,447962.3873348441
Xiaomi,Android,256.45,4,32,4152,12,0,0.5033173640541875,3,2293,588236.405970591
Xiaomi,Android,100.0,4,128,5371,8,0,-0.6083486000324562,2,2391,239132.43448655703
Apple,iOS,1204.97,6,256,4058,12,0,-0.41004961736383877,1,3066,3694951.061220183
Apple,iOS,637.0,4,64,3185,48,1,-0.7007926109189417,3,3201,2039181.4651724524
OnePlus,Android,548.93,6,64,5359,12,0,-2.0661448050211484,4,1437,789364.8120254623
OnePlus,Android,647.24,12,64,5450,48,0,-0.9525115680935066,4,1936,1253330.660236003
Xiaomi,Android,365.69,6,32,3540,16,0,-2.046429699548382,3,2128,778477.00864339
Samsung,Android,556.27,4,64,4557,48,0,0.18621586235813473,3,2837,1578453.2606204036
Xiaomi,Android,100.0,4,256,5422,48,1,-0.9530753652299778,3,2834,283471.19692523463
OnePlus,Android,239.85,3,256,4694,12,0,1.2292275806261819,4,1734,416086.235670555
Xiaomi,Android,131.59,8,32,3987,48,0,0.26761750903111453,1,2543,334682.3918663489
Apple,iOS,790.37,8,256,4949,108,0,-0.3346528576816054,1,3665,2897036.295627704
OnePlus,Android,207.17,4,256,4652,48,1,0.6231113158707989,4,2050,424885.9602254746
Samsung,Android,468.69,4,64,3234,48,0,0.8597640647960797,4,2823,1323226.9835636383
Xiaomi,Android,225.43,8,128,4029,64,1,-2.7501484920051484,3,2761,622527.6372515459
Xiaomi,Android,428.56,2,64,4799,64,1,-1.0621071087571061,3,2671,1145050.5489709636
Xiaomi,Android,380.44,6,64,4963,16,1,1.1916714356246376,2,2478,943098.0870132581
Apple,iOS,1486.33,6,64,4477,8,1,-0.19056231445700128,1,2978,4427498.059817912
Samsung,Android,473.0,6,128,5209,108,0,2.118209812430197,2,3245,1534922.9877312202
Samsung,Android,351.75,8,256,4374,64,1,-1.0411214673926061,1,3281,1154251.869243062
Xiaomi,Android,140.29,6,64,3462,64,1,-0.19504985120443202,3,2735,383805.57197065547
Samsung,Android,513.67,6,128,4032,12,0,-0.5799058273119273,1,2667,1370196.4942381305
Samsung,Android,100.0,12,64,4731,8,0,-0.004178793412658349,3,2986,298692.29626589414
OnePlus,Android,690.1,3,64,5348,8,0,2.0387736888178853,2,1608,1109876.964729169
Apple,iOS,1405.03,6,64,3562,12,0,-1.1284356363047208,4,2355,3309709.504792952
Apple,iOS,777.81,4,128,4747,48,0,-0.672325600147821,3,3294,2562526.458853639
Samsung,Android,293.99,12,128,4994,16,1,0.014673167169103205,2,3159,928756.5554969866
OnePlus,Android,106.65,6,64,4776,48,0,-0.7333943346780494,4,1914,204137.92410181352
Xiaomi,Android,303.7,4,64,3757,8,1,-1.4452949482311301,3,2363,717788.5668764175
Samsung,Android,683.33,6,128,3648,16,0,-0.39504411453027083,4,2553,1744829.5205205728
Apple,iOS,1056.21,6,256,3563,108,1,-1.0925359837721156,3,3704,3912503.9655891852
Samsung,Android,487.56,4,64,3861,16,0,-0.2676070080191258,3,2778,1354847.2359017348
OnePlus,Android,711.26,8,128,3460,8,1,0.0073659378503727856,3,1469,1045135.3880378947
Xiaomi,Android,135.48,8,128,4348,8,0,-0.6439142123637804,4,2430,329293.35058579093
Samsung,Android,124.58,8,256,3114,108,1,0.33360230467454804,1,3717,463113.7268770418
Samsung,Android,358.21,12,64,4119,48,0,-1.6853718648166949,3,2790,999704.9314551407
Samsung,Android,100.0,6,256,4887,48,0,-0.7728387071397649,3,3337,333795.5230887099
Apple,iOS,1248.18,8,64,4434,64,0,0.9152683866465448,1,3190,3982030.547613864
Samsung,Android,391.13,12,128,3374,12,1,-1.3838464938455861,1,2964,1159429.5433355037
Apple,iOS,678.76,6,128,3275,16,0,0.36451565927285023,1,2972,2017727.1960880177
OnePlus,Android,517.47,4,32,4248,8,0,0.11581268292209276,2,1344,695795.2674618314
Xiaomi,Android,425.98,8,64,5083,64,0,1.2769736607501632,1,2704,1151863.5889539705
Apple,iOS,604.31,8,256,4524,12,1,0.708524054109816,4,3395,2051900.5172578609
Samsung,Android,100.0,4,64,3392,16,1,-0.7328693832285884,4,3066,306696.9074422088
Samsung,Android,240.97,6,64,4587,16,1,1.215004019081943,1,3533,851477.6126563215
Apple,iOS,946.51,8,64,4147,48,0,-0.01607783452684818,1,3297,3120992.571580276
Samsung,Android,100.0,6,128,5083,48,0,-2.425908404934669,1,2978,297854.91155399766
OnePlus,Android,112.47,4,64,5236,48,1,-1.1115156549745906,3,2139,240603.83907405374
Samsung,Android,576.74,3,256,4215,12,0,1.3205047074823832,4,2833,1633990.7660909893
OnePlus,Android,193.99,3,128,4189,12,0,-1.0495748265349563,2,1598,310154.87146576756
Apple,iOS,1500.0,4,128,3835,16,1,-0.1217444571109134,3,2847,4271271.750482552
Xiaomi,Android,276.88,12,256,3352,64,0,0.34973281661383504,3,2682,742824.8756773614
OnePlus,Android,259.43,4,256,4246,16,0,2.1867081609318735,2,1899,492907.1321577387
Samsung,Android,100.0,6,128,4892,12,0,-0.10224709288568688,3,2854,285430.8023409472
Xiaomi,Android,118.07,6,64,3317,12,0,0.5456637227439788,3,2299,271484.44082519005
Apple,iOS,1500.0,6,128,5433,48,0,1.70685792416733,1,3046,4570164.710256021
Xiaomi,Android,100.0,8,256,5211,48,0,-1.7023906226910304,4,2763,276370.9205665515
Xiaomi,Android,100.0,8,256,5331,48,0,0.000530207533099717,2,2870,287030.6612269756
Xiaomi,Android,100.0,12,256,3449,8,0,-1.2538295424529113,2,2378,237829.4918583221
Xiaomi,Android,331.2,8,64,5416,108,0,0.10486326594188623,1,2903,961643.9993681979
Apple,iOS,1015.74,8,128,3701,64,1,0.41081558919945615,2,3446,3500855.2227466637
Xiaomi,Android,229.78,8,32,3769,16,0,-1.1368214225134285,3,2279,523851.0789224983
Apple,iOS,587.59,4,32,3789,64,0,0.5737264566512917,4,3255,1913015.4081968495
Samsung,Android,100.0,8,128,4638,16,0,0.25916987295008204,4,2912,291280.7752438993
Samsung,Android,499.99,2,64,3969,64,0,-0.30707205885250843,1,2724,1362091.922469012
Apple,iOS,1232.25,8,128,3048,64,1,-0.17985724429327782,4,3307,4075975.783584088
Apple,iOS,430.42,4,256,5244,64,0,-0.4180746289811456,2,3634,1564211.6730913203
Apple,iOS,492.15,2,32,5285,64,0,1.1120145981367944,2,3570,1757311.9601059526
Xiaomi,Android,100.0,12,256,3825,48,0,-1.2942799496263389,2,2688,268802.4234879164
Apple,iOS,523.42,4,128,4405,12,0,2.0154063637827733,3,3353,1755147.30519786
OnePlus,Android,100.0,8,128,5378,16,0,0.2380393791163774,3,1826,182620.23308148942
OnePlus,Android,848.82,3,256,5330,12,0,1.1665467057472083,3,1359,1154025.0663366013
Apple,iOS,1500.0,4,128,5150,48,1,0.9450808526179771,3,3035,4553884.718916722
Samsung,Android,100.0,8,64,4624,48,1,-0.7573146454738222,4,3477,347770.5338201833
OnePlus,Android,729.52,4,64,4149,64,0,-0.5143890198220461,2,1580,1152773.3247543378
Samsung,Android,142.14,6,256,4569,48,0,0.12736730464823023,2,3163,449649.44339164783
Xiaomi,Android,100.0,6,32,4325,16,0,1.456688850916263,4,2392,239283.2402019126
OnePlus,Android,299.2,8,64,4593,8,1,-0.7405254112502966,4,1688,505281.5261121246
Xiaomi,Android,100.0,3,64,3898,48,0,1.159096444094184,4,2490,249048.10643817528
OnePlus,Android,448.37,6,32,3405,12,0,0.789516077354813,2,1374,616271.5574013392
Xiaomi,Android,281.07,6,64,4607,16,0,0.2879749937141485,3,2329,654659.9733950968
Samsung,Android,283.74,6,32,4027,48,0,1.2017300310395511,3,3018,856416.6684147062
Samsung,Android,248.11,4,256,3545,16,0,-0.08877367937755289,1,2715,673691.071262785
Apple,iOS,1500.0,6,64,3619,108,1,0.7280685254317251,1,3541,5311926.301753049
Samsung,Android,147.14,6,64,3796,16,1,-0.5664418879967954,2,2898,426433.7429582521
Samsung,Android,343.83,6,256,4641,8,0,-0.7883579708732686,2,2842,977279.579267613
Apple,iOS,1161.82,8,128,5038,48,0,-1.63314793581862,4,3125,3631317.618334987
Samsung,Android,308.92,8,64,5163,8,1,0.0847832864008106,3,3086,953416.3697527953
Samsung,Android,100.0,6,64,4166,12,0,-0.41303132501445505,2,2833,283351.509462191
Samsung,Android,746.38,6,64,3525,8,0,-1.448167521302657,3,2403,1794218.0649696614
Xiaomi,Android,100.0,2,32,3924,8,0,-0.6166371399244667,1,2300,230023.5159481371
Samsung,Android,300.99,6,256,4232,108,0,-0.007316132694947453,4,3515,1058099.8416195484
Samsung,Android,284.04,6,128,3188,48,0,0.28948726541125236,2,2934,833567.1429345047
Samsung,Android,397.66,8,128,3021,16,0,-0.8691759087306522,1,2758,1096972.2021008055
OnePlus,Android,100.0,8,128,3816,12,0,0.2461802823254352,1,1697,169735.9925350282
Apple,iOS,1500.0,3,64,3482,48,0,-0.4933854685332102,1,2815,4223814.070566886
OnePlus,Android,306.63,3,256,4390,64,0,-0.7159739247255754,3,1751,537027.9383382992
Apple,iOS,100.0,4,128,4995,12,1,0.03172919853554027,2,3822,382242.9858053867
Xiaomi,Android,209.68,4,128,5007,64,0,-0.7151409284828807,4,2694,565010.0333577917
Samsung,Android,100.0,3,64,4481,12,0,0.022407240989087,4,2866,286615.3464659692
Apple,iOS,767.3,2,128,3656,64,1,-1.1027606772673566,4,3531,2709560.644838164
Apple,iOS,738.83,4,256,5406,64,1,-0.37074873993991914,1,3647,2695106.0770501094
Samsung,Android,100.0,8,256,3119,108,0,0.8162290816739554,3,3320,332055.45760392176
Xiaomi,Android,100.0,6,32,4389,48,1,-0.7487327138158041,3,2662,266224.7360585515
Xiaomi,Android,193.34,6,128,3046,64,0,-0.5838034222561184,3,2299,444522.97740952723
Samsung,Android,260.67,6,128,3977,12,1,1.4697539379850162,4,2961,771915.8237489726
Samsung,Android,341.77,8,128,3060,48,0,0.29365929115170897,1,2932,1002275.3371484684
Samsung,Android,100.0,8,32,4620,16,1,0.7506999816780775,3,3075,307575.4904307718
Apple,iOS,1500.0,12,128,3299,48,0,-0.3265021968905259,1,2772,4158372.001326632
OnePlus,Android,435.56,8,128,4942,12,0,-1.310216393716633,3,1557,678445.3438947708
Apple,iOS,1176.33,4,64,4048,64,0,0.6413213884653558,4,3197,3761137.4541209307
OnePlus,Android,100.0,4,64,4017,48,0,-0.6021420806396302,4,1751,175199.1100437085
Samsung,Android,156.71,8,128,4187,64,0,-0.7398545102479152,2,3270,512600.8781098594
Xiaomi,Android,430.72,6,64,4174,48,0,-0.3238870247205901,3,2448,1054438.379410966
OnePlus,Android,100.0,2,64,3753,12,0,0.2810092554868121,4,1556,155671.54903902934
OnePlus,Android,460.78,8,64,4964,12,0,0.00809781134885869,2,1488,685759.9596954507
Samsung,Android,100.0,8,128,4415,48,0,-0.0023413881869583275,1,3352,335243.19271390495
Samsung,Android,156.03,6,64,4393,108,0,1.4180705541247638,4,3533,551299.713238679
Samsung,Android,722.0,3,32,3479,64,0,-0.44259023798936625,4,2756,1990360.938908101
Samsung,Android,100.0,8,64,4596,108,0,0.13657451749141328,1,3492,349226.92462128075
OnePlus,Android,100.0,6,256,3302,48,1,-0.34972529931277313,4,1894,189410.2253663561
Apple,iOS,1372.67,2,32,3615,64,0,1.158044696656121,4,2874,3945243.5532267676
Xiaomi,Android,313.21,8,64,3542,64,0,-0.2633766754479744,4,2531,792893.369545116
OnePlus,Android,752.27,12,64,5040,64,0,-0.08843187644227794,1,1798,1352741.2853723785
OnePlus,Android,449.43,12,64,3231,48,0,0.20416786745252327,4,1790,804718.8689181966
OnePlus,Android,100.0,3,64,3901,48,0,-1.6501898919653826,2,1648,164822.02073996485
Samsung,Android,457.74,3,128,3052,64,1,1.1027822473275728,4,3060,1400762.186880821
Apple,iOS,1082.4,8,256,5487,108,0,-0.525307003628415,2,3467,3753283.151473937
Apple,iOS,364.34,6,128,3352,12,0,-0.38180116437717815,2,3063,1116107.668289473
Apple,iOS,888.59,8,128,4853,8,0,1.4463148979339198,3,2989,2656552.4036369547
Samsung,Android,263.64,3,64,4494,48,0,-0.4997912641559985,4,2917,769142.1916273731
OnePlus,Android,381.54,6,64,3556,48,1,-0.5780597398739851,4,1899,724903.7140274203
Xiaomi,Android,292.26,8,64,4323,64,0,-0.8626703187070606,2,2766,808398.6114770035
Xiaomi,Android,263.03,8,64,4244,48,0,-0.49954496218113714,3,2577,678067.1409160241
Xiaomi,Android,100.0,8,256,4736,48,0,-0.2154268594424721,2,2631,263135.81087392516
Apple,iOS,1186.11,6,32,4835,48,0,-0.0013810802283412515,4,3036,3602115.35367365
Samsung,Android,566.65,4,128,4362,64,0,-1.6408408032472255,1,2969,1682940.5984860493
Apple,iOS,352.13,6,128,3282,108,0,-0.8708272643612502,3,3409,1200691.2283787034
Samsung,Android,174.84,4,256,3021,48,0,0.5090419685934918,3,2821,493216.4045179405
Samsung,Android,611.4,4,128,3311,8,0,-0.08285112666754706,4,2693,1646989.6771439062
OnePlus,Android,160.57,2,64,4560,16,1,-0.070534216845166,1,1707,274139.673792218
Samsung,Android,317.77,8,64,4865,16,0,0.19413626594750497,3,2930,931071.2297692712
Samsung,Android,685.13,4,64,4172,108,0,-2.716736588395318,1,2845,1949850.7983503535
OnePlus,Android,489.02,4,128,5108,108,0,0.10327436220914413,2,2065,1010082.4312246161
Apple,iOS,365.23,12,256,3039,12,1,-1.6844641145423411,4,3620,1322329.7631896539
Apple,iOS,726.94,8,256,4718,64,1,0.07162102851068375,4,3662,2662451.2052531443
Apple,iOS,1092.21,12,64,3611,16,0,0.5251572900302712,2,2920,3190297.678971445
Apple,iOS,1221.31,2,64,3738,16,0,1.1772453328290966,4,2950,3603276.3769817934
Samsung,Android,711.08,4,128,5246,64,0,-0.5125448776777309,4,2917,2074365.2375585355
Samsung,Android,1330.78,3,128,3979,64,0,-0.9402498860287901,1,2474,3293277.7225426054
Samsung,Android,895.49,3,128,5315,48,0,0.42849647899323895,4,2874,2573872.5391781204
Apple,iOS,1328.44,12,256,3116,108,0,0.823140969367302,1,3445,4577450.87205238
Samsung,Android,127.09,6,32,5340,64,1,-0.7376781777844968,2,3362,427327.8978456309
Xiaomi,Android,100.0,8,32,3980,64,0,-1.5713662478110932,4,2583,258380.13710854526
Xiaomi,Android,100.0,12,64,5306,12,0,-0.04751697219969663,3,2755,275574.6991029246
OnePlus,Android,292.38,4,128,3429,8,1,0.17514941738577372,2,1743,509887.63799874036
Apple,iOS,1287.96,6,128,5396,8,0,-3.1952866845608003,1,2752,3545553.9566079048
Apple,iOS,1085.62,8,64,4532,48,0,0.409256748612862,1,3159,3430091.3050888167
Apple,iOS,1177.74,4,128,3037,16,1,-1.0212535834826066,3,2869,3380068.38834374
Apple,iOS,851.76,4,128,4941,48,0,-1.7921749574981565,1,3270,2786059.753957981
Xiaomi,Android,100.0,6,128,4412,64,0,-1.0826517241227573,3,2683,268333.6242924747
OnePlus,Android,279.6,3,128,4912,108,0,1.1089505729564282,3,2141,598771.8651132808
OnePlus,Android,375.08,6,64,5426,108,0,-0.13925731219049714,2,2160,810333.9480856077
Samsung,Android,370.1,6,128,5044,48,0,-1.6677323955829848,1,3064,1134306.0176631815
Xiaomi,Android,100.0,8,128,4590,48,0,-0.544102181614012,3,2449,244925.23157657305
OnePlus,Android,100.0,6,64,4224,16,0,-1.0581971023420684,4,1555,155544.97716832114
Samsung,Android,841.04,3,32,3852,12,0,-0.442797321531621,3,2373,1996589.7497672946
Apple,iOS,1302.99,8,64,4101,12,0,1.2886306816758417,4,2824,3680507.5484713563
OnePlus,Android,241.06,6,64,3444,108,1,-0.8173117024578972,3,2060,496591.5903446626
Samsung,Android,336.21,4,64,3706,108,0,0.8156703423719669,2,3178,1068746.754521702
Xiaomi,Android,100.0,4,128,3954,64,0,-0.2325331994467262,4,2581,258185.37165688258
Samsung,Android,665.96,6,128,5439,12,0,-1.2607992972206816,1,2772,1846477.5665773537
Apple,iOS,147.82,12,128,5222,16,1,2.3521649334494557,4,3796,561149.8081099652
OnePlus,Android,100.0,4,128,5497,48,1,0.43265615257969103,3,2315,231569.9294704461
Samsung,Android,100.0,3,64,4946,12,1,-1.7776700611633918,1,3148,314893.5834775122
Xiaomi,Android,100.0,6,128,4591,48,0,-1.6827854554393802,1,2436,243694.21186979229
Apple,iOS,1063.11,4,128,4166,108,1,-0.9430451947409286,1,3560,3785130.088195346
OnePlus,Android,261.2,2,128,3343,8,0,0.07476541589487229,1,1349,352464.3896170421
Apple,iOS,787.67,6,128,4244,48,1,-2.39673576944724,4,3414,2689481.7069953564
Samsung,Android,145.72,12,256,3589,16,0,-1.8622769680124747,1,2886,420549.20787562715
Samsung,Android,346.44,3,256,3600,48,0,-0.40963582891569356,1,2924,1013256.6997049821
Xiaomi,Android,107.53,8,128,3908,12,0,0.007094475325611389,4,2360,253804.3568013641
Xiaomi,Android,233.05,3,128,4657,48,0,-1.2467939099098826,1,2489,580189.6709568725
Apple,iOS,734.12,8,64,4387,8,1,-1.5999319709588355,4,3357,2464639.4678712743
Apple,iOS,581.83,8,64,3498,64,0,0.877455822153641,3,3454,2009917.9165382772
Apple,iOS,818.7,6,64,5283,12,0,0.5398849872492323,3,3168,2594317.457511521
Xiaomi,Android,293.73,6,64,4424,48,0,2.678775974966068,4,2467,724795.3409352357
Xiaomi,Android,176.24,4,32,5357,16,0,1.622912188090448,1,2593,457011.1906809154
Xiaomi,Android,280.8,12,128,4870,64,0,-1.529803490494998,4,2590,727372.520361522
Samsung,Android,100.0,4,64,4653,48,0,0.7103091519665778,4,3020,302013.53538252285
Samsung,Android,231.92,3,256,4918,16,0,-1.1599894396932418,2,2756,639185.8643002094
Apple,iOS,447.09,4,128,5124,64,1,0.6955524212942098,2,3698,1653448.1705879343
Apple,iOS,716.61,6,128,4477,64,0,-1.2784099400396236,2,3460,2479599.040768016
OnePlus,Android,100.0,4,256,5489,108,0,-0.2875362207843132,3,2457,245755.91714124844
Apple,iOS,1500.0,6,64,4355,8,1,0.40427938304992056,3,2923,4385925.007519197
OnePlus,Android,100.0,3,64,3013,16,0,-1.6508072627235828,3,1336,133693.0341829169
Apple,iOS,978.71,6,64,3171,12,0,2.574023625273372,1,3046,2981389.09241229
Apple,iOS,614.55,3,128,3699,108,1,-0.953447490060409,3,3715,2283635.64197971
OnePlus,Android,444.4,2,64,3599,8,1,-0.24871432925059608,2,1722,765429.3321146229
OnePlus,Android,100.0,6,128,5470,12,0,0.9334188041831667,3,1869,186970.41913810937
OnePlus,Android,545.08,4,32,4592,8,0,-2.829505302249035,3,1344,732924.9745038574
Samsung,Android,179.15,6,128,4276,64,0,-0.23103158837459842,2,3122,559417.3725997016
OnePlus,Android,302.91,4,32,5243,16,1,-0.2200787770719521,3,1820,551397.3366539022
Xiaomi,Android,278.72,8,64,3611,48,0,0.0006582082230062616,4,2397,668353.980311941
Xiaomi,Android,355.23,8,128,3913,64,0,2.701967934273884,3,2646,940018.4344541647
OnePlus,Android,100.0,6,128,4733,12,0,-0.18236095930279028,2,1758,175873.09927884958
Apple,iOS,314.45,12,64,5083,8,0,0.9225082394980657,1,3312,1041622.8558148368
OnePlus,Android,504.89,6,32,3044,48,0,1.335080835300719,2,1486,750583.85882398
Apple,iOS,1251.28,3,64,3816,16,0,0.056048946295527126,4,2781,3480675.482330942
Samsung,Android,442.33,2,64,5417,64,1,-0.4430184067398925,3,3019,1335673.9408173033
Xiaomi,Android,281.38,12,64,5102,48,1,0.7312304018802419,2,3029,852393.6317430756
OnePlus,Android,204.75,4,64,4776,64,1,1.281290356169706,4,2233,457259.8190478529
Apple,iOS,1006.78,4,128,5459,16,0,0.47173358885013494,4,3080,3101244.03166361
Samsung,Android,357.0,3,32,4745,48,0,0.16893599575874238,1,2973,1061494.2589706923
Xiaomi,Android,100.0,12,32,5344,8,1,-0.5666837568372902,2,2802,280257.1446778098
Samsung,Android,100.0,6,128,4641,64,0,1.6169091987540132,4,3372,337273.271900091
Apple,iOS,1230.78,8,128,4415,8,1,1.2397783086070346,4,3148,3874691.0456786766
Apple,iOS,771.82,6,128,3026,48,1,0.9532048834912875,2,3498,2700046.9455657285
OnePlus,Android,100.0,6,128,3008,48,1,0.7275869074436836,3,1874,187434.0521298898
Samsung,Android,272.8,4,64,3269,16,0,0.3229552929000445,2,2668,727966.2339622461
Apple,iOS,1453.87,6,128,4794,8,1,0.3981316770083233,1,2952,4292648.124205966
Apple,iOS,871.27,3,128,4985,48,0,-0.032461069086980585,1,3251,2832805.817250699
Samsung,Android,237.94,8,256,5011,64,0,-0.21764705523569966,1,3344,795679.5055725654
Xiaomi,Android,131.63,6,32,5047,108,1,-2.0490411301901967,2,2958,389457.99739890767
Xiaomi,Android,118.3,6,64,3604,48,0,-1.2191324178476084,2,2436,288226.6659407608
Xiaomi,Android,715.17,4,128,3025,64,0,1.1264368680043029,3,2286,1635318.6783403247
Samsung,Android,570.51,8,64,4977,16,0,1.5190836767328817,1,2932,1673151.915564851
OnePlus,Android,703.16,8,64,4518,16,0,1.0320130976794208,3,1504,1057783.443488905
Samsung,Android,577.35,4,64,3407,48,1,1.1304778427875717,2,3078,1777566.1177352509
Samsung,Android,234.87,6,256,3091,12,0,-1.8299301623293818,1,2687,631107.0463801244
Xiaomi,Android,100.0,3,128,4384,16,1,0.5760174144844643,4,2665,266540.26606950513
OnePlus,Android,100.0,3,256,3779,12,1,0.5818649344542106,3,1903,190391.87896818412
Xiaomi,Android,227.37,12,256,3870,48,0,0.894927691449249,4,2748,624998.6974049844
Apple,iOS,199.36,6,128,4248,16,1,0.6026268148797509,2,3591,716072.0739978268
Apple,iOS,399.23,6,128,4118,8,0,3.064728037894776,1,3254,1299443.6889933713
OnePlus,Android,146.59,3,128,5209,108,0,-0.4303179624722195,1,2124,311486.88126487617
Apple,iOS,721.76,12,64,3938,12,1,0.5397345172563511,4,3322,2397923.9609012688
Apple,iOS,1500.0,6,64,4795,12,1,-0.3155200012467209,3,2982,4473115.831511107
OnePlus,Android,157.66,6,128,4966,12,0,-1.8889474270426652,1,1675,264142.18619263195
OnePlus,Android,281.3,4,256,3090,64,1,-0.7877630401582735,4,2024,569611.049829492
Xiaomi,Android,315.11,8,64,3858,16,0,2.0578022345854023,2,2426,764632.924965346
Apple,iOS,796.57,6,64,4090,16,0,-1.0457100693283625,2,2991,2383132.3241770673
Apple,iOS,1032.13,4,32,3293,12,0,-0.041297315340562746,4,2919,3013739.5920327734
Samsung,Android,375.07,4,128,4209,48,0,-1.4483933731348388,4,2968,1113318.636342899
Apple,iOS,324.08,3,128,3517,8,0,0.4328269047934368,4,3077,997391.4051341105
Apple,iOS,1022.45,2,64,4190,16,0,-0.9401109010347132,1,2899,2964961.741686262
OnePlus,Android,155.49,6,64,4273,12,1,-0.2604117135724109,3,1895,294662.51641290804
OnePlus,Android,237.81,4,256,5231,12,0,-0.8090055249116386,2,1629,387515.812004171
Apple,iOS,1032.22,8,256,3784,12,0,-0.1654765534275925,3,3106,3206405.398424172
Xiaomi,Android,100.0,4,256,4449,12,0,-1.7634506056489103,4,2347,234719.02367418385
Apple,iOS,1205.04,8,128,3126,48,1,-0.3399821008967875,4,3260,3929396.156453568
Xiaomi,Android,116.35,4,64,4754,16,0,-0.6710908927176088,4,2271,264326.26697915496
Apple,iOS,302.33,6,128,4295,8,0,0.7948482049153512,1,3372,1019572.8274289987
Xiaomi,Android,235.0,8,128,4657,8,0,1.6201061394586438,2,2501,587917.3671125257
Xiaomi,Android,113.43,8,64,4554,12,0,-0.2852981623875496,4,2519,285768.2674291507
Samsung,Android,100.0,4,128,3008,8,0,0.4003944000457243,3,2673,267343.3399417112
OnePlus,Android,300.59,4,128,3437,64,0,-0.008698370008834274,2,1702,511724.5838264588
Xiaomi,Android,100.0,4,64,5091,16,0,0.5995169900657619,3,2689,268984.72531328036
OnePlus,Android,100.0,6,64,4098,12,1,1.5396590729699147,1,1999,199921.3803833156
OnePlus,Android,100.0,6,256,5459,12,0,-0.10238148004878078,1,1780,178070.19227155606
OnePlus,Android,517.64,8,128,5157,8,0,0.3436022623597101,2,1558,806492.3141231602
OnePlus,Android,100.0,6,128,5468,64,0,0.15317190725958432,2,2183,218336.15944746367
Apple,iOS,963.57,2,64,4560,108,1,1.5273860291557484,3,3701,3567003.9702783604
Apple,iOS,175.92,6,128,4272,48,0,-1.7580706600036133,2,3468,610164.0481471728
Apple,iOS,100.0,4,64,3469,16,1,0.7770465964868817,4,3535,353563.25538715883
Samsung,Android,1213.6,12,64,3471,64,1,-1.7195360908657837,4,2555,3101705.6381947775
Apple,iOS,975.45,8,128,3074,16,1,-0.1503174494263918,3,3043,2969049.2590180514
Samsung,Android,547.22,8,64,4400,48,0,-0.3667051821450773,4,2960,1619804.7581802416
Apple,iOS,135.24,4,128,3909,48,1,0.5298015199475303,2,3725,503820.0217800693
Xiaomi,Android,100.0,8,128,3278,16,0,0.24811955917829656,2,2477,247741.34967880882
Xiaomi,Android,100.0,8,64,3269,48,0,0.45024501703754843,3,2460,246086.41859488416
OnePlus,Android,454.63,6,64,5333,8,0,-0.1146123590003228,3,1501,682778.9807333043
OnePlus,Android,235.79,6,64,3323,64,0,-0.47149102150175687,1,1741,410623.311478511
OnePlus,Android,232.03,6,64,4266,108,0,-2.104405702266703,4,1950,452576.7088577966
Apple,iOS,1095.44,4,64,4441,48,0,-1.1834882108688618,2,2940,3221085.715215772
Samsung,Android,276.41,6,64,4064,48,0,0.4497651593677976,1,3035,839021.4571039327
OnePlus,Android,100.0,6,256,3757,48,0,-2.41361232850807,3,1969,196955.4999223959
Apple,iOS,785.03,6,256,3117,64,0,-1.6348336996275665,3,3241,2544839.1763217235
OnePlus,Android,121.66,6,256,4767,8,1,0.007479646429047295,3,1909,232374.67134659548
Apple,iOS,747.03,6,64,3959,12,0,0.262908202633016,3,3055,2282515.477719249
OnePlus,Android,520.08,6,64,5227,108,0,0.7482453428286557,4,2045,1063993.1990532628
OnePlus,Android,236.31,3,256,3653,48,0,-1.371501141444149,2,1634,386158.67602323234
OnePlus,Android,743.01,4,128,5007,64,0,0.8021676314402391,3,1658,1232167.518357911
OnePlus,Android,235.1,6,32,4541,8,1,0.4417402145809067,2,1897,446204.12856533134
OnePlus,Android,134.56,4,32,3863,48,1,-0.7387191368544488,3,1625,218800.01037555907
Xiaomi,Android,100.0,12,128,4200,12,0,1.2835986301081355,4,2567,256725.6859110358
